txn_id,txn_date,account_code,account_name,vendor_name,approved_by,amount,flag_round_number,flag_weekend,flag_just_under_threshold,flag_duplicate,rule_flag_count,ml_flagged,hybrid_flagged,risk_score
114210,2024-07-24,6700,Repairs & Maintenance,Nexgen Consulting LLP,EMP0158,2000000.0,1,0,0,0,1,1,1,59.2
114782,2024-05-12,6400,IT & Software Licenses,Titan Hardware Suppliers,EMP0110,48425.23,0,1,0,1,2,1,1,59.1
114187,2024-07-22,6500,Marketing & Advertising,Pinecrest Travel & Tours,EMP0155,2000000.0,1,0,0,0,1,1,1,59.1
114938,2024-11-23,6700,Repairs & Maintenance,Lumen Software Systems India,EMP0151,71226.94,0,1,0,1,2,1,1,59.1
114053,2025-01-09,6300,Professional & Legal Fees,Shree Balaji Logistics Pvt Ltd,EMP0119,2000000.0,1,0,0,0,1,1,1,59.0
114192,2024-04-22,7200,Rent & Facilities,Silverline Facility Services,EMP0135,2000000.0,1,0,0,0,1,1,1,59.0
114864,2024-11-30,7100,Equipment Purchases (Capex),Ironclad Security Systems,EMP0122,12039.91,0,1,0,1,2,1,1,59.0
114662,2024-07-27,6300,Professional & Legal Fees,Om Facilities Management,EMP0130,88062.35,0,1,0,1,2,1,1,58.9
114932,2024-06-15,6300,Professional & Legal Fees,Silverline Facility Services,EMP0158,83535.32,0,1,0,1,2,1,1,58.9
114092,2025-02-13,6300,Professional & Legal Fees,Zenith Professional Consultants,EMP0154,2000000.0,1,0,0,0,1,1,1,58.6
114052,2024-04-18,6400,IT & Software Licenses,Lumen Software Systems India,EMP0147,1500000.0,1,0,0,0,1,1,1,58.6
114195,2024-05-09,7200,Rent & Facilities,Horizon Marketing Solutions,EMP0155,2000000.0,1,0,0,0,1,1,1,58.5
114010,2024-07-05,6300,Professional & Legal Fees,Union Print & Design Studio,EMP0124,2000000.0,1,0,0,0,1,1,1,58.5
114001,2024-06-18,6300,Professional & Legal Fees,Meridian Consulting Partners,EMP0143,2000000.0,1,0,0,0,1,1,1,58.2
114113,2024-08-12,7100,Equipment Purchases (Capex),Shree Balaji Logistics Pvt Ltd,EMP0138,1500000.0,1,0,0,0,1,1,1,58.1
114168,2024-05-30,7200,Rent & Facilities,Zenith Professional Consultants,EMP0160,1000000.0,1,0,0,0,1,1,1,58.0
114804,2024-04-07,6100,Travel & Conveyance,Om Facilities Management,EMP0151,15451.45,0,1,0,1,2,1,1,57.9
114175,2024-10-07,7100,Equipment Purchases (Capex),Titan Hardware Suppliers,EMP0134,1500000.0,1,0,0,0,1,1,1,57.9
114214,2024-12-17,7200,Rent & Facilities,Crescent Office Supplies,EMP0130,2000000.0,1,0,0,0,1,1,1,57.8
114118,2024-07-31,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0157,1000000.0,1,0,0,0,1,1,1,57.8
114108,2025-01-17,7100,Equipment Purchases (Capex),Keystone Repairs & Services,EMP0136,1500000.0,1,0,0,0,1,1,1,57.8
114089,2024-10-30,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0127,1000000.0,1,0,0,0,1,1,1,57.8
114163,2025-02-24,6500,Marketing & Advertising,Shree Balaji Logistics Pvt Ltd,EMP0150,1500000.0,1,0,0,0,1,1,1,57.8
114099,2024-09-02,6200,Office Supplies & Stationery,Om Facilities Management,EMP0116,750000.0,1,0,0,0,1,1,1,57.7
114784,2024-06-15,6500,Marketing & Advertising,Sundaram Professional Services,EMP0157,17620.07,0,1,0,1,2,1,1,57.6
114184,2024-04-09,6200,Office Supplies & Stationery,Bharat Freight Carriers,EMP0112,750000.0,1,0,0,0,1,1,1,57.6
114242,2024-11-19,6600,Electricity & Utilities,Silverline Facility Services,EMP0151,1500000.0,1,0,0,0,1,1,1,57.6
114038,2024-05-29,7200,Rent & Facilities,Titan Hardware Suppliers,EMP0114,750000.0,1,0,0,0,1,1,1,57.5
114912,2024-05-26,6700,Repairs & Maintenance,Nexgen Consulting LLP,EMP0122,17905.27,0,1,0,1,2,1,1,57.5
114061,2024-04-22,6300,Professional & Legal Fees,Ironclad Security Systems,EMP0119,1500000.0,1,0,0,0,1,1,1,57.4
114218,2024-05-02,6700,Repairs & Maintenance,Radiance Advertising Group,EMP0103,1500000.0,1,0,0,0,1,1,1,57.4
114231,2024-09-17,6800,Consulting Services,Quantum Data Services Pvt Ltd,EMP0111,1500000.0,1,0,0,0,1,1,1,57.4
114156,2025-01-17,7100,Equipment Purchases (Capex),Radiance Advertising Group,EMP0148,1500000.0,1,0,0,0,1,1,1,57.4
114007,2024-05-06,6200,Office Supplies & Stationery,Shree Balaji Logistics Pvt Ltd,EMP0159,1000000.0,1,0,0,0,1,1,1,57.3
114121,2024-06-21,6500,Marketing & Advertising,Union Print & Design Studio,EMP0125,1500000.0,1,0,0,0,1,1,1,57.3
114013,2024-12-02,6600,Electricity & Utilities,Radiance Advertising Group,EMP0118,750000.0,1,0,0,0,1,1,1,57.3
114104,2025-02-17,6400,IT & Software Licenses,Ironclad Security Systems,EMP0140,750000.0,1,0,0,0,1,1,1,57.3
114934,2024-10-26,7200,Rent & Facilities,Vertex Engineering Co Pvt Ltd,EMP0117,7347.62,0,1,0,1,2,1,1,57.2
114072,2024-12-03,6100,Travel & Conveyance,Bharat Freight Carriers,EMP0158,1000000.0,1,0,0,0,1,1,1,57.2
114051,2024-07-03,6500,Marketing & Advertising,Keystone Repairs & Services,EMP0142,1500000.0,1,0,0,0,1,1,1,57.0
114900,2024-07-13,6500,Marketing & Advertising,Falcon Stationery Mart,EMP0126,2097.58,0,1,0,1,2,1,1,56.9
100768,2024-04-28,7200,Rent & Facilities,Northstar Power & Utilities,EMP0151,89336.03,0,1,0,0,1,1,1,56.8
114020,2024-06-06,7100,Equipment Purchases (Capex),Westfield Catering Services,EMP0154,750000.0,1,0,0,0,1,1,1,56.7
114142,2024-09-19,6600,Electricity & Utilities,Shree Balaji Logistics Pvt Ltd,EMP0155,750000.0,1,0,0,0,1,1,1,56.7
114016,2024-05-22,6700,Repairs & Maintenance,Evergreen IT Solutions Pvt Ltd,EMP0109,1500000.0,1,0,0,0,1,1,1,56.6
114138,2024-08-07,6300,Professional & Legal Fees,Horizon Marketing Solutions,EMP0124,1500000.0,1,0,0,0,1,1,1,56.6
114003,2024-04-18,6300,Professional & Legal Fees,Crescent Office Supplies,EMP0136,1500000.0,1,0,0,0,1,1,1,56.5
114228,2024-08-27,6100,Travel & Conveyance,Om Facilities Management,EMP0152,1500000.0,1,0,0,0,1,1,1,56.5
114240,2024-07-09,7100,Equipment Purchases (Capex),Bharat Freight Carriers,EMP0123,1000000.0,1,0,0,0,1,1,1,56.4
114236,2025-02-27,6500,Marketing & Advertising,Ironclad Security Systems,EMP0120,1500000.0,1,0,0,0,1,1,1,56.4
114229,2024-05-09,6500,Marketing & Advertising,Nexgen Consulting LLP,EMP0136,1500000.0,1,0,0,0,1,1,1,56.3
114164,2024-09-12,6500,Marketing & Advertising,Om Facilities Management,EMP0120,1500000.0,1,0,0,0,1,1,1,56.3
114106,2024-09-16,7100,Equipment Purchases (Capex),Radiance Advertising Group,EMP0113,100000.0,1,0,0,1,2,1,1,56.2
114230,2025-01-07,6700,Repairs & Maintenance,Radiance Advertising Group,EMP0124,1500000.0,1,0,0,0,1,1,1,56.2
114185,2024-09-30,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0149,500000.0,1,0,0,0,1,1,1,56.2
114668,2024-11-23,6200,Office Supplies & Stationery,Pinecrest Travel & Tours,EMP0117,7270.37,0,1,0,1,2,1,1,56.1
114158,2024-12-12,6800,Consulting Services,Zenith Professional Consultants,EMP0101,750000.0,1,0,0,0,1,1,1,56.1
114150,2024-11-13,6600,Electricity & Utilities,Shree Balaji Logistics Pvt Ltd,EMP0111,750000.0,1,0,0,0,1,1,1,56.0
114708,2025-02-08,6700,Repairs & Maintenance,Westfield Catering Services,EMP0148,22461.27,0,1,0,1,2,1,1,55.9
114039,2024-07-30,6600,Electricity & Utilities,Evergreen IT Solutions Pvt Ltd,EMP0109,500000.0,1,0,0,0,1,1,1,55.9
114165,2024-12-27,6600,Electricity & Utilities,Evergreen IT Solutions Pvt Ltd,EMP0140,750000.0,1,0,0,0,1,1,1,55.8
114065,2024-07-16,6100,Travel & Conveyance,Vertex Engineering Co Pvt Ltd,EMP0144,1000000.0,1,0,0,0,1,1,1,55.8
114040,2024-05-06,6300,Professional & Legal Fees,Lumen Software Systems India,EMP0131,100000.0,1,0,0,1,2,1,1,55.7
114088,2024-10-01,7200,Rent & Facilities,Sundaram Professional Services,EMP0107,750000.0,1,0,0,0,1,1,1,55.7
114191,2024-09-16,6500,Marketing & Advertising,Zenith Professional Consultants,EMP0122,750000.0,1,0,0,0,1,1,1,55.7
114235,2024-08-16,6800,Consulting Services,Crescent Office Supplies,EMP0152,1000000.0,1,0,0,0,1,1,1,55.6
114770,2024-08-03,6800,Consulting Services,Keystone Repairs & Services,EMP0104,37148.77,0,1,0,1,2,1,1,55.6
114034,2024-12-13,7200,Rent & Facilities,Yellowstone Cleaning Services,EMP0159,1000000.0,1,0,0,0,1,1,1,55.5
114233,2024-11-05,6300,Professional & Legal Fees,Om Facilities Management,EMP0144,1500000.0,1,0,0,0,1,1,1,55.4
114157,2025-02-04,6600,Electricity & Utilities,Meridian Consulting Partners,EMP0113,750000.0,1,0,0,0,1,1,1,55.4
114059,2024-11-07,6600,Electricity & Utilities,Nexgen Consulting LLP,EMP0146,1000000.0,1,0,0,0,1,1,1,55.3
114130,2024-10-16,6700,Repairs & Maintenance,Lumen Software Systems India,EMP0150,1000000.0,1,0,0,0,1,1,1,55.2
114176,2024-04-18,6600,Electricity & Utilities,Om Facilities Management,EMP0140,1000000.0,1,0,0,0,1,1,1,55.2
114063,2025-01-02,6600,Electricity & Utilities,Om Facilities Management,EMP0160,1000000.0,1,0,0,0,1,1,1,55.2
114169,2024-05-31,6500,Marketing & Advertising,Meridian Consulting Partners,EMP0155,500000.0,1,0,0,0,1,1,1,55.1
114796,2024-09-21,6200,Office Supplies & Stationery,Nexgen Consulting LLP,EMP0148,3762.3,0,1,0,1,2,1,1,55.1
114688,2024-11-09,6800,Consulting Services,Shree Balaji Logistics Pvt Ltd,EMP0135,16010.24,0,1,0,1,2,1,1,54.9
114091,2024-04-09,7100,Equipment Purchases (Capex),Keystone Repairs & Services,EMP0135,1000000.0,1,0,0,0,1,1,1,54.8
114129,2024-06-11,7100,Equipment Purchases (Capex),Lumen Software Systems India,EMP0139,1000000.0,1,0,0,0,1,1,1,54.8
114249,2024-09-10,6800,Consulting Services,Silverline Facility Services,EMP0130,750000.0,1,0,0,0,1,1,1,54.7
114205,2024-11-01,7100,Equipment Purchases (Capex),Horizon Marketing Solutions,EMP0115,1000000.0,1,0,0,0,1,1,1,54.7
114114,2025-03-14,6700,Repairs & Maintenance,Quantum Data Services Pvt Ltd,EMP0135,1000000.0,1,0,0,0,1,1,1,54.7
114924,2024-06-08,6800,Consulting Services,Ironclad Security Systems,EMP0135,41663.03,0,1,0,1,2,1,1,54.7
114127,2024-07-23,6600,Electricity & Utilities,Om Facilities Management,EMP0143,1000000.0,1,0,0,0,1,1,1,54.6
114764,2025-02-01,6500,Marketing & Advertising,Falcon Stationery Mart,EMP0106,10679.17,0,1,0,1,2,1,1,54.5
114048,2024-12-10,6500,Marketing & Advertising,Shree Balaji Logistics Pvt Ltd,EMP0154,750000.0,1,0,0,0,1,1,1,54.4
114243,2024-04-19,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0107,1000000.0,1,0,0,0,1,1,1,54.3
114209,2024-08-27,6500,Marketing & Advertising,Falcon Stationery Mart,EMP0103,750000.0,1,0,0,0,1,1,1,54.2
114481,2024-09-29,6200,Office Supplies & Stationery,Union Print & Design Studio,EMP0136,55710.04,0,1,0,0,1,1,1,54.1
114840,2024-11-16,7200,Rent & Facilities,Union Print & Design Studio,EMP0113,10055.32,0,1,0,1,2,1,1,54.1
114936,2024-12-21,6700,Repairs & Maintenance,Falcon Stationery Mart,EMP0122,24063.62,0,1,0,1,2,1,1,54.1
114098,2024-10-02,6700,Repairs & Maintenance,Pinecrest Travel & Tours,EMP0108,1000000.0,1,0,0,0,1,1,1,54.0
114216,2024-12-10,7200,Rent & Facilities,Keystone Repairs & Services,EMP0154,1000000.0,1,0,0,0,1,1,1,53.9
114212,2024-10-25,6500,Marketing & Advertising,Nexgen Consulting LLP,EMP0127,1000000.0,1,0,0,0,1,1,1,53.9
114227,2024-04-03,6700,Repairs & Maintenance,Om Facilities Management,EMP0106,1000000.0,1,0,0,0,1,1,1,53.9
102101,2025-03-30,6500,Marketing & Advertising,Orion Equipment Rentals,EMP0103,10394.93,0,1,0,0,1,1,1,53.9
114147,2024-07-10,6500,Marketing & Advertising,Radiance Advertising Group,EMP0107,750000.0,1,0,0,0,1,1,1,53.8
114712,2025-03-08,6800,Consulting Services,Om Facilities Management,EMP0101,4738.67,0,1,0,1,2,1,1,53.8
114124,2024-05-29,6200,Office Supplies & Stationery,Northstar Power & Utilities,EMP0119,250000.0,1,0,0,0,1,1,1,53.8
114780,2025-03-15,6500,Marketing & Advertising,Lumen Software Systems India,EMP0151,19669.03,0,1,0,1,2,1,1,53.8
114894,2024-06-08,7100,Equipment Purchases (Capex),Pinecrest Travel & Tours,EMP0146,5866.31,0,1,0,1,2,1,1,53.8
114730,2024-05-25,7100,Equipment Purchases (Capex),Zenith Professional Consultants,EMP0140,20611.81,0,1,0,1,2,1,1,53.7
104930,2024-06-30,6300,Professional & Legal Fees,Horizon Marketing Solutions,EMP0113,102842.59,0,1,0,0,1,1,1,53.7
114006,2024-06-27,6500,Marketing & Advertising,Om Facilities Management,EMP0149,750000.0,1,0,0,0,1,1,1,53.7
114133,2024-10-29,6300,Professional & Legal Fees,Bharat Freight Carriers,EMP0113,250000.0,1,0,0,0,1,1,1,53.7
114880,2024-11-23,6300,Professional & Legal Fees,Quantum Data Services Pvt Ltd,EMP0103,30153.02,0,1,0,1,2,1,1,53.6
109834,2024-04-28,6200,Office Supplies & Stationery,Vertex Engineering Co Pvt Ltd,EMP0158,9219.35,0,1,0,0,1,1,1,53.6
114211,2024-04-25,6300,Professional & Legal Fees,Evergreen IT Solutions Pvt Ltd,EMP0125,1000000.0,1,0,0,0,1,1,1,53.6
114920,2024-06-22,7200,Rent & Facilities,Quantum Data Services Pvt Ltd,EMP0138,16022.47,0,1,0,1,2,1,1,53.5
114167,2024-12-02,6100,Travel & Conveyance,Keystone Repairs & Services,EMP0150,500000.0,1,0,0,0,1,1,1,53.5
115224,2024-05-26,6800,Consulting Services,Union Print & Design Studio,EMP0143,93118.9,0,1,0,0,1,1,1,53.5
114159,2024-07-18,6300,Professional & Legal Fees,Ironclad Security Systems,EMP0160,1000000.0,1,0,0,0,1,1,1,53.5
114044,2024-09-30,6500,Marketing & Advertising,Westfield Catering Services,EMP0156,100000.0,1,0,0,0,1,1,1,53.4
114055,2024-12-18,6500,Marketing & Advertising,Titan Hardware Suppliers,EMP0126,750000.0,1,0,0,0,1,1,1,53.3
114015,2024-10-01,6300,Professional & Legal Fees,Crescent Office Supplies,EMP0124,1000000.0,1,0,0,0,1,1,1,53.2
114123,2024-11-28,6800,Consulting Services,Union Print & Design Studio,EMP0120,250000.0,1,0,0,0,1,1,1,53.2
114902,2024-06-22,7200,Rent & Facilities,Crescent Office Supplies,EMP0104,34370.63,0,1,0,1,2,1,1,53.1
114756,2024-09-21,6100,Travel & Conveyance,Horizon Marketing Solutions,EMP0145,24429.24,0,1,0,1,2,1,1,53.0
114140,2024-06-25,6500,Marketing & Advertising,Om Facilities Management,EMP0127,1000000.0,1,0,0,0,1,1,1,52.9
114874,2025-01-11,6300,Professional & Legal Fees,Pinecrest Travel & Tours,EMP0158,15248.8,0,1,0,1,2,1,1,52.7
